Yard,Date of Detection,Time of Detection,Species Detected,Number of the Species Detected in the Photo
16,5/30/2022,6:52:00 PM,Person,1
17,5/30/2022,10:53:58 PM,Raccoon,1
18,5/30/2022,9:35:43 AM,Bird,1
18,5/30/2022,8:32:36 AM,Domestic Cat,1
18,5/30/2022,9:49:54 PM,Domestic Cat,1
18,5/30/2022,8:57:30 AM,Person,1
18,5/30/2022,9:08:26 AM,Person,1
22,5/30/2022,7:29:09 PM,White-tailed Deer,1
22,5/30/2022,7:29:28 PM,White-tailed Deer,1
22,5/30/2022,7:31:22 PM,White-tailed Deer,1
22,5/30/2022,8:54:33 PM,White-tailed Deer,1
22,5/30/2022,8:55:22 PM,White-tailed Deer,1
28,5/30/2022,9:40:55 PM,Nine-banded Armadillo,1
28,5/30/2022,11:31:38 PM,Nine-banded Armadillo,1
30,5/30/2022,6:55:52 PM,Person,1
33,5/30/2022,8:36:26 AM,Bird,1
34,5/30/2022,2:09:04 PM,Raccoon,1
35,5/30/2022,9:56:45 PM,Raccoon,1
35,5/30/2022,7:20:06 PM,White-tailed Deer,1
36,5/30/2022,4:10:36 PM,Gray Squirrel,1
36,5/30/2022,5:26:41 PM,Gray Squirrel,1
36,5/30/2022,8:22:57 PM,Virginia Opossum,1
39,5/30/2022,5:39:01 PM,Bird,1
39,5/30/2022,7:52:17 PM,Domestic Cat,1
40,5/30/2022,6:30:15 PM,Bird,1
40,5/30/2022,10:14:54 AM,Domestic Cat,1
40,5/30/2022,8:05:15 PM,Domestic Dog,1
40,5/30/2022,8:13:43 AM,Gray Squirrel,1
40,5/30/2022,2:52:16 PM,Gray Squirrel,1
40,5/30/2022,3:08:16 PM,Gray Squirrel,1
40,5/30/2022,5:10:27 PM,Gray Squirrel,1
40,5/30/2022,8:30:19 AM,Person,1
40,5/30/2022,8:47:22 AM,Person,1
40,5/30/2022,10:03:50 AM,Person,1
40,5/30/2022,11:31:32 AM,Person,1
40,5/30/2022,3:28:38 PM,Person,1
40,5/30/2022,3:43:30 PM,Person,1
40,5/30/2022,3:55:06 PM,Person,1
40,5/30/2022,4:02:12 PM,Person,1
40,5/30/2022,5:27:42 PM,Person,1
40,5/30/2022,6:58:57 PM,Person,1
40,5/30/2022,7:16:34 PM,Person,1
40,5/30/2022,8:05:10 PM,Person,1
41,5/30/2022,8:32:32 AM,Domestic Dog,1
41,5/30/2022,12:03:36 PM,Domestic Dog,1
43,5/30/2022,10:06:26 AM,Person,1
43,5/30/2022,5:09:21 PM,Person,1
43,5/30/2022,5:18:16 PM,Person,1
43,5/30/2022,5:23:57 PM,Person,1
43,5/30/2022,6:00:16 PM,Person,1
43,5/30/2022,7:39:31 PM,Person,1
44,5/30/2022,4:38:53 PM,Domestic Dog,1
44,5/30/2022,2:17:08 PM,Person,1
44,5/30/2022,3:10:47 PM,Person,1
50,5/30/2022,9:40:53 AM,Person,1
50,5/30/2022,9:51:47 AM,Person,1
51,5/30/2022,8:46:21 AM,Gray Squirrel,1
51,5/30/2022,1:11:59 PM,Gray Squirrel,1
51,5/30/2022,1:29:26 PM,Gray Squirrel,1
51,5/30/2022,1:45:10 PM,Gray Squirrel,1
51,5/30/2022,1:56:28 PM,Gray Squirrel,1
51,5/30/2022,2:11:56 PM,Gray Squirrel,1
51,5/30/2022,2:44:31 PM,Gray Squirrel,1
51,5/30/2022,3:02:14 PM,Gray Squirrel,1
51,5/30/2022,4:39:31 PM,Gray Squirrel,1
51,5/30/2022,4:51:24 PM,Gray Squirrel,1
51,5/30/2022,5:13:42 PM,Gray Squirrel,1
51,5/30/2022,5:20:45 PM,Gray Squirrel,1
51,5/30/2022,10:55:43 PM,Nine-banded Armadillo,1
53,5/30/2022,7:29:18 PM,Gray Squirrel,1
53,5/30/2022,9:39:10 PM,White-tailed Deer,1
54,5/30/2022,4:19:48 PM,Gray Squirrel,1
54,5/30/2022,10:49:29 PM,Red Fox,1
57,5/30/2022,2:31:15 PM,Bird,1
57,5/30/2022,8:00:34 AM,Chipmunk,1
57,5/30/2022,3:44:29 PM,Chipmunk,1
57,5/30/2022,4:12:18 PM,Chipmunk,1
57,5/30/2022,6:23:16 PM,Chipmunk,1
57,5/30/2022,7:23:41 PM,Chipmunk,1
57,5/30/2022,8:19:32 AM,Person,1
57,5/30/2022,9:34:33 PM,Raccoon,1
57,5/30/2022,11:10:02 PM,Raccoon,1
57,5/30/2022,11:21:55 PM,Raccoon,1
60,5/30/2022,8:07:10 AM,Bird,1
60,5/30/2022,11:35:25 AM,Bird,1
60,5/30/2022,1:19:56 PM,Bird,1
60,5/30/2022,9:41:53 PM,Raccoon,1
60,5/30/2022,12:36:49 PM,White-tailed Deer,1
60,5/30/2022,10:08:48 PM,White-tailed Deer,1
60,5/30/2022,11:26:54 PM,White-tailed Deer,1
60,5/30/2022,11:56:25 PM,White-tailed Deer,1
67,5/30/2022,11:51:55 PM,Coyote,1
69,5/30/2022,9:35:49 AM,Bird,1
69,5/30/2022,3:00:16 PM,Bird,1
69,5/30/2022,3:59:45 PM,Bird,1
69,5/30/2022,3:38:17 PM,Person,1
70,5/30/2022,8:31:26 PM,Person,1
70,5/30/2022,10:26:46 PM,Person,1
70,5/30/2022,11:05:56 PM,Person,1
72,5/30/2022,2:48:22 PM,Domestic Dog,1
73,5/30/2022,8:22:24 AM,Domestic Cat,1
73,5/30/2022,11:55:23 AM,Domestic Cat,1
73,5/30/2022,12:57:10 PM,Domestic Cat,1
73,5/30/2022,1:09:20 PM,Domestic Cat,1
73,5/30/2022,3:18:59 PM,Domestic Cat,1
73,5/30/2022,6:32:41 PM,Domestic Cat,1
73,5/30/2022,6:37:59 PM,Domestic Cat,1
73,5/30/2022,11:03:18 PM,Virginia Opossum,1
76,5/30/2022,10:16:52 PM,Domestic Cat,1
78,5/30/2022,12:01:15 PM,Bird,1
78,5/30/2022,9:09:06 PM,Nine-banded Armadillo,1
78,5/30/2022,9:35:36 PM,Virginia Opossum,1
81,5/30/2022,8:10:53 PM,Raccoon,1
81,5/30/2022,8:34:51 PM,Raccoon,1
83,5/30/2022,10:19:10 PM,White-tailed Deer,1
84,5/30/2022,8:01:38 AM,Person,1
84,5/30/2022,8:13:17 AM,Person,1
84,5/30/2022,5:02:03 PM,Raccoon,1
86,5/30/2022,7:49:13 PM,Raccoon,1
87,5/30/2022,1:29:29 PM,Person,1
87,5/30/2022,1:39:44 PM,Person,1
87,5/30/2022,1:53:35 PM,Person,1
90,5/30/2022,1:45:13 PM,Gray Squirrel,1
90,5/30/2022,4:27:13 PM,Person,1
93,5/30/2022,9:39:14 AM,Gray Squirrel,1
93,5/30/2022,8:01:31 AM,Person,1
94,5/30/2022,2:23:33 PM,Bird,1
94,5/30/2022,3:19:43 PM,Bird,1
94,5/30/2022,3:32:24 PM,Bird,1
94,5/30/2022,1:35:35 PM,Gray Squirrel,1
94,5/30/2022,2:03:49 PM,Gray Squirrel,1
94,5/30/2022,3:19:44 PM,Gray Squirrel,1
94,5/30/2022,3:32:24 PM,Gray Squirrel,1
94,5/30/2022,6:38:11 PM,Gray Squirrel,1
94,5/30/2022,9:37:01 PM,Raccoon,1
94,5/30/2022,11:36:52 PM,Raccoon,1
94,5/30/2022,11:48:52 PM,Raccoon,1
94,5/30/2022,6:38:11 PM,White-tailed Deer,1
94,5/30/2022,6:18:24 PM,Gray Squirrel,2
94,5/30/2022,5:48:22 PM,White-tailed Deer,2
94,5/30/2022,2:54:55 PM,Bird,3
94,5/30/2022,10:00:33 PM,Raccoon,4
97,5/30/2022,8:38:28 AM,Gray Squirrel,1
97,5/30/2022,10:32:28 AM,Gray Squirrel,1
97,5/30/2022,10:46:27 AM,Gray Squirrel,1
97,5/30/2022,11:27:03 AM,Gray Squirrel,1
97,5/30/2022,12:32:32 PM,Gray Squirrel,1
97,5/30/2022,12:45:10 PM,Gray Squirrel,1
97,5/30/2022,12:58:01 PM,Gray Squirrel,1
97,5/30/2022,1:14:08 PM,Gray Squirrel,1
97,5/30/2022,2:29:10 PM,Gray Squirrel,1
97,5/30/2022,3:03:03 PM,Gray Squirrel,1
97,5/30/2022,3:28:49 PM,Gray Squirrel,1
97,5/30/2022,4:52:59 PM,Gray Squirrel,1
97,5/30/2022,5:03:42 PM,Gray Squirrel,1
97,5/30/2022,6:10:10 PM,Gray Squirrel,1
97,5/30/2022,5:53:17 PM,White-tailed Deer,1
97,5/30/2022,2:52:57 PM,Gray Squirrel,2
100,5/30/2022,6:37:10 PM,Cottontail,1
100,5/30/2022,8:48:23 PM,White-tailed Deer,1
102,5/30/2022,10:13:52 AM,Person,1
14,5/31/2022,4:33:30 PM,Person,1
1,5/31/2022,1:36:37 PM,Bird,1
3,5/31/2022,2:59:03 PM,Domestic Dog,1
3,5/31/2022,1:14:57 PM,Person,1
3,5/31/2022,2:58:58 PM,Person,1
3,5/31/2022,4:01:58 PM,Person,1
3,5/31/2022,4:13:02 PM,Person,1
6,5/31/2022,9:58:12 PM,Nine-banded Armadillo,1
6,5/31/2022,7:42:20 PM,Red Fox,1
7,5/31/2022,12:16:40 PM,Groundhog,1
7,5/31/2022,12:50:43 PM,Person,1
11,5/31/2022,4:38:43 PM,Gray Squirrel,1
12,5/31/2022,9:22:27 AM,Domestic Cat,1
12,5/31/2022,9:37:02 AM,Domestic Cat,1
12,5/31/2022,10:20:09 AM,Domestic Cat,1
12,5/31/2022,1:22:29 PM,Domestic Cat,1
12,5/31/2022,2:41:53 PM,Domestic Cat,1
12,5/31/2022,5:02:06 PM,Domestic Cat,1
12,5/31/2022,7:11:14 PM,Domestic Cat,1
12,5/31/2022,8:40:28 AM,Domestic Dog,1
12,5/31/2022,3:28:58 PM,Domestic Dog,1
12,5/31/2022,5:19:31 PM,Domestic Dog,1
13,5/31/2022,1:17:32 PM,Domestic Dog,1
16,5/31/2022,8:09:49 AM,Domestic Dog,1
17,5/31/2022,11:07:40 PM,Nine-banded Armadillo,1
17,5/31/2022,4:45:23 PM,Person,1
18,5/31/2022,11:08:12 AM,Domestic Cat,1
18,5/31/2022,11:08:19 AM,Person,1
20,5/31/2022,6:40:36 PM,White-tailed Deer,1
20,5/31/2022,9:45:38 PM,White-tailed Deer,1
20,5/31/2022,10:56:22 PM,White-tailed Deer,1
22,5/31/2022,3:11:56 PM,Domestic Dog,1
22,5/31/2022,6:14:26 PM,Domestic Dog,1
22,5/31/2022,7:24:16 PM,White-tailed Deer,1
22,5/31/2022,7:33:27 PM,White-tailed Deer,1
22,5/31/2022,2:28:13 PM,Domestic Dog,2
24,5/31/2022,12:41:36 PM,Chipmunk,1
24,5/31/2022,1:22:11 PM,Chipmunk,1
24,5/31/2022,9:14:28 AM,Person,1
24,5/31/2022,11:32:20 AM,Person,1
28,5/31/2022,4:34:50 PM,Cottontail,1
28,5/31/2022,5:04:47 PM,Cottontail,1
28,5/31/2022,5:21:52 PM,Cottontail,1
28,5/31/2022,6:12:42 PM,Cottontail,1
28,5/31/2022,6:15:08 PM,Cottontail,1
28,5/31/2022,6:36:01 PM,Cottontail,1
28,5/31/2022,6:36:02 PM,Cottontail,1
28,5/31/2022,7:04:06 PM,Cottontail,1
28,5/31/2022,7:05:01 PM,Cottontail,1
28,5/31/2022,8:38:31 PM,Cottontail,1
28,5/31/2022,10:05:49 PM,Cottontail,1
28,5/31/2022,8:23:10 PM,White-tailed Deer,1
28,5/31/2022,6:55:18 PM,Cottontail,2
28,5/31/2022,10:28:32 PM,Cottontail,2
28,5/31/2022,7:10:54 PM,White-tailed Deer,2
33,5/31/2022,10:33:57 AM,Bird,1
33,5/31/2022,12:46:30 PM,Bird,1
33,5/31/2022,5:55:30 PM,Cottontail,1
35,5/31/2022,7:09:16 PM,Bird,1
35,5/31/2022,3:29:59 PM,Gray Squirrel,1
35,5/31/2022,4:58:22 PM,Gray Squirrel,1
35,5/31/2022,8:41:45 PM,Raccoon,1
35,5/31/2022,1:37:18 PM,White-tailed Deer,1
36,5/31/2022,2:19:56 PM,Gray Squirrel,1
36,5/31/2022,8:41:46 PM,Virginia Opossum,1
38,5/31/2022,10:03:45 PM,White-tailed Deer,1
39,5/31/2022,1:06:05 PM,Bird,1
39,5/31/2022,1:18:41 PM,Bird,1
39,5/31/2022,2:25:29 PM,Bird,1
39,5/31/2022,5:54:54 PM,Bird,1
39,5/31/2022,6:26:25 PM,Bird,1
39,5/31/2022,4:36:45 PM,Person,1
39,5/31/2022,11:30:23 PM,Raccoon,1
40,5/31/2022,8:10:46 PM,Cottontail,1
40,5/31/2022,4:24:56 PM,Domestic Dog,1
40,5/31/2022,6:57:34 PM,Domestic Dog,1
40,5/31/2022,7:04:52 PM,Domestic Dog,1
40,5/31/2022,4:38:36 PM,Gray Squirrel,1
40,5/31/2022,8:51:32 AM,Person,1
40,5/31/2022,9:37:03 AM,Person,1
40,5/31/2022,4:25:00 PM,Person,1
40,5/31/2022,6:11:05 PM,Person,1
40,5/31/2022,6:18:28 PM,Person,1
40,5/31/2022,6:32:45 PM,Person,1
40,5/31/2022,6:57:30 PM,Person,1
40,5/31/2022,7:22:26 PM,Person,1
41,5/31/2022,8:28:40 PM,Domestic Dog,1
41,5/31/2022,6:58:38 PM,Gray Squirrel,1
42,5/31/2022,10:42:56 PM,Black Bear,1
43,5/31/2022,7:10:22 PM,Person,1
44,5/31/2022,3:20:26 PM,Person,1
48,5/31/2022,2:06:38 PM,Bird,1
48,5/31/2022,3:09:13 PM,Bird,1
48,5/31/2022,4:44:54 PM,Bird,1
51,5/31/2022,7:02:35 PM,Cottontail,1
51,5/31/2022,7:12:56 PM,Cottontail,1
51,5/31/2022,11:56:15 AM,Gray Squirrel,1
51,5/31/2022,3:49:12 PM,Gray Squirrel,1
53,5/31/2022,8:10:57 AM,Gray Squirrel,1
53,5/31/2022,1:37:41 PM,White-tailed Deer,1
54,5/31/2022,5:23:06 PM,Gray Squirrel,1
56,5/31/2022,6:51:38 PM,Domestic Cat,1
57,5/31/2022,12:57:19 PM,Chipmunk,1
57,5/31/2022,1:03:49 PM,Chipmunk,1
57,5/31/2022,1:28:29 PM,Chipmunk,1
57,5/31/2022,1:42:20 PM,Chipmunk,1
57,5/31/2022,1:42:21 PM,Chipmunk,1
57,5/31/2022,2:40:03 PM,Chipmunk,1
57,5/31/2022,3:18:10 PM,Chipmunk,1
57,5/31/2022,4:31:24 PM,Chipmunk,1
57,5/31/2022,5:04:23 PM,Chipmunk,1
57,5/31/2022,5:46:06 PM,Chipmunk,1
57,5/31/2022,7:01:19 PM,Chipmunk,1
57,5/31/2022,10:36:13 PM,Raccoon,1
59,5/31/2022,7:19:52 PM,White-tailed Deer,1
60,5/31/2022,9:55:29 PM,Raccoon,1
60,5/31/2022,9:55:39 PM,Raccoon,1
60,5/31/2022,1:38:31 PM,White-tailed Deer,1
60,5/31/2022,3:18:02 PM,White-tailed Deer,1
60,5/31/2022,3:18:12 PM,White-tailed Deer,1
60,5/31/2022,8:55:39 PM,White-tailed Deer,1
61,5/31/2022,11:12:29 AM,White-tailed Deer,1
61,5/31/2022,1:43:50 PM,White-tailed Deer,1
69,5/31/2022,1:01:53 PM,Bird,1
69,5/31/2022,6:55:59 PM,Bird,1
69,5/31/2022,2:14:42 PM,Gray Squirrel,1
72,5/31/2022,9:27:52 PM,Domestic Cat,1
72,5/31/2022,11:14:15 PM,Domestic Cat,1
73,5/31/2022,11:01:39 AM,Domestic Cat,1
73,5/31/2022,8:09:05 PM,Domestic Cat,1
73,5/31/2022,8:15:14 PM,Domestic Cat,1
73,5/31/2022,8:30:06 PM,Raccoon,1
73,5/31/2022,10:37:28 PM,Raccoon,1
73,5/31/2022,8:50:41 PM,Virginia Opossum,1
73,5/31/2022,9:54:55 PM,Virginia Opossum,1
76,5/31/2022,10:31:05 AM,Person,1
78,5/31/2022,10:58:34 PM,Virginia Opossum,1
80,5/31/2022,1:00:12 PM,White-tailed Deer,1
80,5/31/2022,4:38:35 PM,White-tailed Deer,1
80,5/31/2022,5:30:08 PM,White-tailed Deer,1
80,5/31/2022,5:30:11 PM,White-tailed Deer,1
81,5/31/2022,10:46:20 AM,Person,1
81,5/31/2022,11:53:18 AM,Person,1
81,5/31/2022,12:05:45 PM,Person,1
81,5/31/2022,9:40:11 PM,Raccoon,1
81,5/31/2022,9:46:42 PM,Raccoon,1
82,5/31/2022,3:04:55 PM,Gray Squirrel,1
82,5/31/2022,11:01:57 PM,Red Fox,1
83,5/31/2022,9:21:31 PM,White-tailed Deer,1
84,5/31/2022,12:49:25 PM,Raccoon,1
84,5/31/2022,5:13:52 PM,Raccoon,1
84,5/31/2022,2:38:57 PM,Raccoon,1
84,5/31/2022,5:56:43 PM,Raccoon,1
84,5/31/2022,8:37:16 AM,White-tailed Deer,1
84,5/31/2022,9:30:30 AM,White-tailed Deer,1
86,5/31/2022,10:40:45 PM,Raccoon,1
87,5/31/2022,5:04:45 PM,Gray Squirrel,1
90,5/31/2022,4:56:59 PM,Domestic Dog,1
90,5/31/2022,6:10:05 PM,Person,1
93,5/31/2022,6:57:55 PM,Domestic Dog,1
93,5/31/2022,10:05:28 AM,Gray Squirrel,1
94,5/31/2022,8:12:07 AM,Gray Squirrel,1
94,5/31/2022,8:33:07 AM,Gray Squirrel,1
94,5/31/2022,1:01:45 PM,Gray Squirrel,1
94,5/31/2022,1:35:33 PM,Gray Squirrel,1
94,5/31/2022,2:14:09 PM,Gray Squirrel,1
94,5/31/2022,3:01:02 PM,Gray Squirrel,1
94,5/31/2022,8:51:19 PM,Raccoon,1
94,5/31/2022,9:05:16 PM,Raccoon,1
94,5/31/2022,9:23:10 PM,Raccoon,1
94,5/31/2022,9:36:25 PM,Raccoon,1
94,5/31/2022,10:40:08 PM,Raccoon,1
94,5/31/2022,10:48:00 PM,Raccoon,1
94,5/31/2022,11:04:31 PM,Raccoon,1
94,5/31/2022,11:22:50 PM,Raccoon,1
94,5/31/2022,11:34:52 PM,Raccoon,1
94,5/31/2022,11:41:09 PM,Raccoon,1
94,5/31/2022,11:52:40 PM,Raccoon,1
94,5/31/2022,9:48:26 PM,Virginia Opossum,1
94,5/31/2022,5:33:43 PM,White-tailed Deer,1
94,5/31/2022,7:15:37 PM,White-tailed Deer,1
94,5/31/2022,12:17:32 PM,Gray Squirrel,2
94,5/31/2022,12:27:53 PM,Gray Squirrel,2
94,5/31/2022,3:35:19 PM,Gray Squirrel,2
94,5/31/2022,4:15:14 PM,White-tailed Deer,2
97,5/31/2022,11:17:23 AM,Gray Squirrel,1
97,5/31/2022,11:23:03 AM,Gray Squirrel,1
97,5/31/2022,12:09:42 PM,Gray Squirrel,1
97,5/31/2022,12:56:58 PM,Gray Squirrel,1
97,5/31/2022,4:17:05 PM,Gray Squirrel,1
97,5/31/2022,5:21:09 PM,Gray Squirrel,1
97,5/31/2022,10:21:18 PM,Raccoon,1
98,5/31/2022,7:53:05 PM,White-tailed Deer,1
99,5/31/2022,8:32:14 AM,Bird,1
100,5/31/2022,3:02:26 PM,Bird,1
100,5/31/2022,7:43:43 PM,Cottontail,1
102,5/31/2022,10:34:05 PM,Person,1
103,5/31/2022,1:13:13 PM,Gray Squirrel,1
103,5/31/2022,4:35:07 PM,Gray Squirrel,1
14,6/1/2022,10:19:37 PM,Domestic Cat,1
14,6/1/2022,9:00:43 PM,Nine-banded Armadillo,1
1,6/1/2022,11:33:48 PM,Gray Fox,1
1,6/1/2022,9:02:01 PM,Raccoon,1
6,6/1/2022,9:14:19 PM,White-tailed Deer,1
6,6/1/2022,9:24:21 PM,White-tailed Deer,1
6,6/1/2022,9:25:09 PM,White-tailed Deer,1
7,6/1/2022,9:10:21 AM,Groundhog,1
7,6/1/2022,2:25:49 PM,Groundhog,1
7,6/1/2022,1:52:09 PM,Person,1
7,6/1/2022,2:31:08 PM,Person,1
12,6/1/2022,11:01:38 AM,Domestic Cat,1
12,6/1/2022,9:30:56 PM,Domestic Cat,1
13,6/1/2022,5:16:15 PM,Domestic Dog,1
16,6/1/2022,1:44:25 PM,Domestic Dog,1
16,6/1/2022,6:23:28 PM,Domestic Dog,1
16,6/1/2022,6:30:37 PM,Person,1
18,6/1/2022,10:37:44 AM,Domestic Cat,1
18,6/1/2022,9:21:31 AM,Person,1
18,6/1/2022,2:40:50 PM,Person,1
18,6/1/2022,2:50:56 PM,Person,1
18,6/1/2022,11:58:02 PM,White-tailed Deer,1
22,6/1/2022,6:20:42 PM,Domestic Dog,1
22,6/1/2022,6:21:30 PM,Domestic Dog,1
22,6/1/2022,7:40:49 PM,White-tailed Deer,1
22,6/1/2022,8:01:35 PM,White-tailed Deer,1
22,6/1/2022,10:18:32 PM,White-tailed Deer,1
24,6/1/2022,9:53:50 AM,Bird,1
24,6/1/2022,9:24:43 AM,Person,1
24,6/1/2022,1:32:45 PM,Person,1
24,6/1/2022,5:25:42 PM,Person,1
26,6/1/2022,8:51:36 PM,Nine-banded Armadillo,1
26,6/1/2022,8:51:36 PM,Nine-banded Armadillo,1
26,6/1/2022,8:34:27 PM,Raccoon,1
26,6/1/2022,11:44:54 PM,Raccoon,1
28,6/1/2022,3:57:36 PM,Cottontail,1
28,6/1/2022,7:11:47 PM,Cottontail,1
28,6/1/2022,7:13:37 PM,Cottontail,1
28,6/1/2022,9:57:09 PM,Nine-banded Armadillo,1
30,6/1/2022,12:37:07 PM,Bird,1
30,6/1/2022,11:14:52 AM,Domestic Dog,1
30,6/1/2022,2:54:24 PM,Domestic Dog,1
33,6/1/2022,6:47:13 PM,Cottontail,1
34,6/1/2022,9:00:35 PM,Bird,1
34,6/1/2022,12:54:02 PM,Raccoon,1
34,6/1/2022,5:30:59 PM,White-tailed Deer,1
35,6/1/2022,6:45:21 PM,Bird,1
35,6/1/2022,11:42:02 PM,Raccoon,1
35,6/1/2022,10:55:45 AM,White-tailed Deer,1
36,6/1/2022,2:06:48 PM,Bird,1
36,6/1/2022,12:50:02 PM,Gray Squirrel,1
36,6/1/2022,1:00:48 PM,Gray Squirrel,1
36,6/1/2022,9:13:25 PM,Raccoon,1
36,6/1/2022,5:18:01 PM,White-tailed Deer,1
37,6/1/2022,9:51:06 PM,Virginia Opossum,1
37,6/1/2022,11:10:18 PM,Virginia Opossum,1
38,6/1/2022,11:16:38 PM,White-tailed Deer,1
39,6/1/2022,1:18:47 PM,Bird,1
39,6/1/2022,9:53:29 AM,Domestic Cat,1
39,6/1/2022,8:46:27 PM,Raccoon,1
40,6/1/2022,11:29:06 AM,Cottontail,1
40,6/1/2022,11:33:25 PM,Cottontail,1
40,6/1/2022,12:42:33 PM,Domestic Dog,1
40,6/1/2022,12:49:03 PM,Domestic Dog,1
40,6/1/2022,4:39:55 PM,Domestic Dog,1
40,6/1/2022,4:45:53 PM,Domestic Dog,1
40,6/1/2022,9:21:22 PM,Domestic Dog,1
40,6/1/2022,9:44:05 AM,Gray Squirrel,1
40,6/1/2022,9:21:20 AM,Person,1
40,6/1/2022,12:42:38 PM,Person,1
40,6/1/2022,12:48:58 PM,Person,1
40,6/1/2022,2:12:55 PM,Person,1
40,6/1/2022,3:10:55 PM,Person,1
40,6/1/2022,4:02:35 PM,Person,1
40,6/1/2022,4:39:51 PM,Person,1
40,6/1/2022,4:45:57 PM,Person,1
40,6/1/2022,5:10:29 PM,Person,1
40,6/1/2022,7:29:35 PM,Person,1
40,6/1/2022,7:45:19 PM,Person,1
40,6/1/2022,9:02:19 PM,Person,1
40,6/1/2022,5:53:09 PM,White-tailed Deer,1
41,6/1/2022,5:06:24 PM,Gray Squirrel,1
41,6/1/2022,5:28:20 PM,Gray Squirrel,2
43,6/1/2022,7:33:00 PM,Cottontail,1
43,6/1/2022,3:00:08 PM,Person,1
43,6/1/2022,6:07:32 PM,Person,1
44,6/1/2022,9:57:58 AM,Bird,1
44,6/1/2022,10:03:12 AM,Bird,1
48,6/1/2022,5:39:06 PM,Bird,1
48,6/1/2022,1:12:50 PM,Person,1
48,6/1/2022,1:20:08 PM,Person,1
48,6/1/2022,6:06:59 PM,Person,1
51,6/1/2022,3:17:19 PM,Cottontail,1
51,6/1/2022,4:49:55 PM,Cottontail,1
51,6/1/2022,5:38:51 PM,Cottontail,1
51,6/1/2022,8:10:46 PM,Cottontail,1
51,6/1/2022,8:10:57 PM,Cottontail,1
51,6/1/2022,9:36:43 PM,Cottontail,1
51,6/1/2022,11:03:17 PM,Cottontail,1
51,6/1/2022,11:03:18 PM,Cottontail,1
51,6/1/2022,1:01:50 PM,Gray Squirrel,1
51,6/1/2022,1:34:30 PM,Gray Squirrel,1
51,6/1/2022,1:47:58 PM,Gray Squirrel,1
51,6/1/2022,2:05:15 PM,Gray Squirrel,1
51,6/1/2022,2:59:40 PM,Gray Squirrel,1
51,6/1/2022,3:22:21 PM,Gray Squirrel,1
51,6/1/2022,4:07:42 PM,Gray Squirrel,1
51,6/1/2022,4:25:02 PM,Gray Squirrel,1
51,6/1/2022,5:20:36 PM,Gray Squirrel,1
51,6/1/2022,7:43:11 PM,Cottontail,2
51,6/1/2022,10:44:07 PM,Cottontail,2
53,6/1/2022,2:21:32 PM,White-tailed Deer,1
54,6/1/2022,11:17:38 PM,Coyote,1
54,6/1/2022,8:34:29 AM,Gray Squirrel,1
54,6/1/2022,9:43:46 AM,Gray Squirrel,1
54,6/1/2022,9:51:07 AM,Gray Squirrel,1
54,6/1/2022,10:06:49 AM,Gray Squirrel,1
54,6/1/2022,10:26:58 AM,Gray Squirrel,1
54,6/1/2022,1:59:48 PM,Gray Squirrel,1
54,6/1/2022,3:56:27 PM,Gray Squirrel,1
54,6/1/2022,4:05:44 PM,Gray Squirrel,1
54,6/1/2022,4:41:53 PM,Gray Squirrel,1
54,6/1/2022,4:50:21 PM,Gray Squirrel,1
54,6/1/2022,5:12:18 PM,Gray Squirrel,1
54,6/1/2022,9:01:44 PM,Red Fox,1
56,6/1/2022,8:14:12 AM,Domestic Cat,1
56,6/1/2022,4:41:18 PM,Gray Squirrel,1
57,6/1/2022,12:49:06 PM,Chipmunk,1
57,6/1/2022,3:21:00 PM,Chipmunk,1
57,6/1/2022,4:17:38 PM,Chipmunk,1
57,6/1/2022,4:55:05 PM,Chipmunk,1
57,6/1/2022,5:09:41 PM,Chipmunk,1
57,6/1/2022,5:25:39 PM,Chipmunk,1
57,6/1/2022,5:50:58 PM,Chipmunk,1
57,6/1/2022,6:11:25 PM,Chipmunk,1
57,6/1/2022,6:28:47 PM,Chipmunk,1
57,6/1/2022,6:55:29 PM,Chipmunk,1
57,6/1/2022,7:24:14 PM,Chipmunk,1
57,6/1/2022,9:28:47 PM,Raccoon,1
57,6/1/2022,11:40:35 PM,Raccoon,1
57,6/1/2022,11:54:57 PM,Raccoon,1
60,6/1/2022,1:14:01 PM,Domestic Cat,1
60,6/1/2022,6:58:14 PM,Domestic Cat,1
60,6/1/2022,9:42:16 PM,Raccoon,1
67,6/1/2022,9:50:05 AM,Domestic Dog,1
69,6/1/2022,10:42:54 AM,Bird,1
69,6/1/2022,4:40:58 PM,Bird,1
69,6/1/2022,5:52:28 PM,Gray Squirrel,1
69,6/1/2022,10:36:32 AM,Person,1
69,6/1/2022,3:47:26 PM,Person,1
69,6/1/2022,7:13:46 PM,White-tailed Deer,1
71,6/1/2022,2:29:34 PM,White-tailed Deer,1
72,6/1/2022,4:58:32 PM,Cottontail,1
72,6/1/2022,8:33:41 PM,Nine-banded Armadillo,1
73,6/1/2022,6:24:21 PM,Bird,1
73,6/1/2022,3:00:58 PM,Fox Squirrel,1
73,6/1/2022,3:16:34 PM,Fox Squirrel,1
73,6/1/2022,3:29:29 PM,Fox Squirrel,1
73,6/1/2022,3:48:33 PM,Fox Squirrel,1
73,6/1/2022,3:56:46 PM,Fox Squirrel,1
73,6/1/2022,4:06:02 PM,Fox Squirrel,1
73,6/1/2022,4:14:37 PM,Fox Squirrel,1
